stream,take,num,dt,sec,id,imgURL,imgFile,episode,priority,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,heading,speed,distance,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags,lat_smooth,lon_smooth,lat_lon_smooth,heading_smooth
2,g1_a2_t3,416,2013-12-17T07:58:30+0100,255,B00000469_21I558_20131217_075830,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_416.jpg,g1_a2_sml_416.jpg,,1,4014,2,1,-0.112,-1.344,0.276,0.108,-0.291,0.046,64131,65535,65535,65535,26.8,2,-33.98917,151.23251,-33.98917 151.23251,0,227,0.99,9.95,46.8,0.3,13.86,1.87,1,1.25,1.813,1,1.375,92.95,-85.44,51.63,0,,-33.98917333,151.23253,-33.9891733333 151.23253,106
2,g1_a2_t3,422,2013-12-17T07:59:41+0100,326,B00000475_21I558_20131217_075935,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_422.jpg,g1_a2_sml_422.jpg,,1,4014,2,1,-0.004,-0.935,0.018,0.118,-0.305,-0.198,38334,47659,38133,65535,28.6,2,-33.98918,151.23255,-33.98918 151.23255,0,320,0.32,2.89,44.7,0.9,23,1.89,2,1.25,1.938,1,1.156,88.949,-89.26,31.987,0,,-33.98916667,151.2324367,-33.9891666667 151.232436667,276
2,g1_a2_t3,425,2013-12-17T08:00:20+0100,365,B00000478_21I558_20131217_080020,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_425.jpg,g1_a2_sml_425.jpg,,1,4014,2,1,0.074,-0.75,0.07,0.145,-0.291,0.001,35185,49799,47497,65535,28.6,2,-33.98915,151.23225,-33.98915 151.23225,0,276,1.16,9.29,47.7,1.1,14.11,1.84,1,1.25,2,1,1.031,67.156,-90.5,55.165,0,,-33.98915667,151.2323167,-33.9891566667 151.232316667,276
2,g1_a2_t3,426,2013-12-17T08:00:28+0100,373,B00000479_21I558_20131217_080028,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_426.jpg,g1_a2_sml_426.jpg,,1,4014,2,1,0.714,-0.944,0.299,0.144,-0.303,-0.058,35959,49750,46387,65535,28.6,2,-33.98914,151.23215,-33.98914 151.23215,0,260,1.17,14.01,45.4,0.8,13.84,1.77,1,1.25,2,1,1.031,70.801,-92.05,39.534,0,,-33.98915,151.2321333,-33.98915 151.232133333,260
2,g1_a2_t3,427,2013-12-17T08:00:40+0100,385,B00000480_21I558_20131217_080039,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_427.jpg,g1_a2_sml_427.jpg,,1,4014,2,1,0.168,-0.903,0.074,0.124,-0.315,-0.083,31033,44740,43498,65535,28.6,2,-33.98916,151.232,-33.98916 151.23200,0,269,0.33,4.61,46,0.8,11.84,1.72,1,1.25,2,1,1.063,75.898,-91.8,41.992,0,,-33.98915333,151.2320333,-33.9891533333 151.232033333,269
2,g1_a2_t3,428,2013-12-17T08:00:54+0100,399,B00000481_21I558_20131217_080048,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_428.jpg,g1_a2_sml_428.jpg,,1,4014,2,1,-0.027,-0.88,0.18,0.107,-0.322,-0.099,35935,50366,46360,65535,28.6,2,-33.98916,151.23195,-33.98916 151.23195,0,303,1,9.99,46.2,0.7,12.09,1.69,1,1.25,2,1,1.094,75.721,-92.16,71.359,0,,-33.98914333,151.2319367,-33.9891433333 151.231936667,303
2,g1_a2_t3,429,2013-12-17T08:01:04+0100,409,B00000482_21I558_20131217_080104,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_429.jpg,g1_a2_sml_429.jpg,,1,4014,2,1,0.031,-1.045,0.372,0.124,-0.312,-0.056,39858,54341,50325,65535,28.2,2,-33.98911,151.23186,-33.98911 151.23186,0,312,1.24,9.95,44.4,1.3,11.65,1.7,1,1.31,2,1,1.094,76.279,-91.44,86.169,0,,-33.98910667,151.2318633,-33.9891066667 151.231863333,312
2,g1_a2_t3,430,2013-12-17T08:01:12+0100,417,B00000483_21I558_20131217_080112,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_430.jpg,g1_a2_sml_430.jpg,,1,4014,2,1,-0.033,-1.521,0.376,0.104,-0.296,0.022,59601,65535,65535,65535,28.2,2,-33.98905,151.23178,-33.98905 151.23178,0,294,0.74,8.09,43.6,0.8,10.24,1.7,1,1.25,2,1,1.094,75.99,-91.64,79.621,0,,-33.98906,151.23178,-33.98906 151.23178,294
2,g1_a2_t3,431,2013-12-17T08:01:23+0100,428,B00000484_21I558_20131217_080122,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_431.jpg,g1_a2_sml_431.jpg,,1,4014,2,1,0.064,-0.926,0.269,0.114,-0.307,-0.018,55998,65535,62227,65535,28.2,2,-33.98902,151.2317,-33.98902 151.23170,0,320,0.96,8.67,41.9,1,10.27,1.66,1,1.25,2,1,1.094,75.781,-92.21,62.449,0,,-33.98901,151.2317067,-33.98901 151.231706667,320
2,g1_a2_t3,432,2013-12-17T08:01:32+0100,437,B00000485_21I558_20131217_080132,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_432.jpg,g1_a2_sml_432.jpg,,1,4014,2,1,-0.057,-1.313,0.124,0.081,-0.299,0.038,65535,65535,65535,65535,28.2,2,-33.98896,151.23164,-33.98896 151.23164,0,294,1.01,8.09,41.5,0.8,7.29,1.67,1,1.25,1.969,1,1.094,78,-93.11,84.366,0,,-33.98897,151.2316333,-33.98897 151.231633333,294
2,g1_a2_t3,433,2013-12-17T08:01:40+0100,445,B00000486_21I558_20131217_080140,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_433.jpg,g1_a2_sml_433.jpg,,1,4014,2,1,-0.025,-0.885,0.376,0.091,-0.297,0.033,65535,65535,65535,65535,28.2,2,-33.98893,151.23156,-33.98893 151.23156,0,295,1.14,10.24,42,0.7,13.14,1.75,1,1.25,1.969,1,1.094,75.829,-91.96,64.705,0,,-33.98892667,151.2315533,-33.9889266667 151.231553333,295
2,g1_a2_t3,434,2013-12-17T08:01:49+0100,454,B00000487_21I558_20131217_080149,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_434.jpg,g1_a2_sml_434.jpg,,1,4014,2,1,-0.127,-1.126,0.147,0.084,-0.289,0.057,65535,65535,65535,65535,28.2,2,-33.98889,151.23146,-33.98889 151.23146,0,347,1.39,12.54,43.1,1.1,11.31,1.81,1,1.25,1.969,1,1.094,74.903,-91.91,79.036,0,,-33.98886667,151.2314833,-33.9888666667 151.231483333,347
2,g1_a2_t3,435,2013-12-17T08:01:58+0100,463,B00000488_21I558_20131217_080158,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_435.jpg,g1_a2_sml_435.jpg,,1,4014,2,1,0.024,-0.618,0.232,0.126,-0.296,0.005,65535,65535,65535,65535,35.8,2,-33.98878,151.23143,-33.98878 151.23143,0,303,1.25,9.99,41.7,1.5,10.04,1.86,1,1.25,1.906,1,1.156,75.48,-92.31,120.71,0,,-33.9888,151.23141,-33.9888 151.23141,303
2,g1_a2_t3,436,2013-12-17T08:02:06+0100,471,B00000489_21I558_20131217_080206,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_436.jpg,g1_a2_sml_436.jpg,,1,4014,2,1,-0.09,-1.137,0.333,0.104,-0.283,0.051,65535,65535,65535,65535,35.8,2,-33.98873,151.23134,-33.98873 151.23134,0,337,0.72,7.22,42.2,0.7,12.77,1.92,1,1.25,1.906,1,1.156,73.637,-93.9,82.629,0,,-33.98872667,151.23136,-33.9887266667 151.23136,337
2,g1_a2_t3,437,2013-12-17T08:02:16+0100,481,B00000490_21I558_20131217_080216,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_437.jpg,g1_a2_sml_437.jpg,,1,4014,2,1,-0.004,-0.907,0.375,0.081,-0.275,0.077,65535,65535,65535,65535,35.8,2,-33.98867,151.23131,-33.98867 151.23131,0,344,0.23,10.38,42.2,1.1,12.97,1.95,1,1.25,1.906,1,1.156,73.647,-92.36,108.2,0,,-33.98866,151.23131,-33.98866 151.23131,344
2,g1_a2_t3,438,2013-12-17T08:03:02+0100,527,B00000491_21I558_20131217_080226,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_438.jpg,g1_a2_sml_438.jpg,,1,4014,2,1,-0.057,-1.293,0.292,0.032,-0.292,0.067,65535,65535,65535,65535,41.7,2,-33.98858,151.23128,-33.98858 151.23128,0,35,1.79,28.65,42.5,0.7,13.88,1.93,1,1.25,1.906,1,1.125,73.219,-93.59,73.999,0,,-33.98854,151.23135,-33.98854 151.23135,35
2,g1_a2_t3,439,2013-12-17T08:03:18+0100,543,B00000492_21I558_20131217_080317,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_439.jpg,g1_a2_sml_439.jpg,,1,4014,2,1,0.328,-0.604,-0.187,-0.128,-0.303,-0.213,42867,41813,30538,65535,43.2,2,-33.98837,151.23146,-33.98837 151.23146,0,180,0.69,5.56,39.6,0.6,11.15,1.79,2,1.25,1.469,1,1.438,82.422,-90.22,329.56,0,,-33.98848,151.2313733,-33.98848 151.231373333,208
2,g1_a2_t3,441,2013-12-17T08:03:37+0100,562,B00000494_21I558_20131217_080337,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_441.jpg,g1_a2_sml_441.jpg,,1,4014,2,1,0.015,-0.864,0.195,0.054,-0.267,0.079,65535,65535,65535,65535,43.2,2,-33.98849,151.23138,-33.98849 151.23138,0,95,3.28,42.64,39.9,1,147.3,3.56,3,1.25,1.625,1,1.313,78.792,-88.56,283.08,0,,-33.98846333,151.23156,-33.9884633333 151.23156,95
2,g1_a2_t3,442,2013-12-17T08:03:50+0100,575,B00000495_21I558_20131217_080350,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_442.jpg,g1_a2_sml_442.jpg,,1,4014,2,1,-0.072,-1.009,-0.216,-0.178,-0.287,-0.014,61199,65535,51794,65535,43.2,2,-33.98853,151.23184,-33.98853 151.23184,0,238,0.43,6.46,45.9,2.5,159.4,33.52,0,1.25,1.781,1,1.188,87.989,-90.58,132.71,0,,-33.98852667,151.2316667,-33.9885266667 151.231666667,238
2,g1_a2_t3,443,2013-12-17T08:04:05+0100,590,B00000496_21I558_20131217_080405,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_443.jpg,g1_a2_sml_443.jpg,,1,4014,2,1,-0.009,-0.989,0.192,0.081,-0.284,0.065,65535,65535,65535,65535,40.5,2,-33.98856,151.23178,-33.98856 151.23178,0,331,1.69,15.25,40.7,0.1,42.61,4.06,1,1.31,1.781,1,1.188,74.247,-90.25,85.517,0,,-33.98848667,151.23174,-33.9884866667 151.23174,321
2,g1_a2_t3,446,2013-12-17T08:04:36+0100,621,B00000499_21I558_20131217_080435,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_446.jpg,g1_a2_sml_446.jpg,,1,4014,2,1,-0.096,-0.967,0.399,-0.073,-0.279,0.043,65535,65535,65535,65535,44.4,2,-33.98837,151.2316,-33.98837 151.23160,0,241,1.05,11.57,32.2,0.3,15.05,2.84,1,1.25,1.813,1,1.156,73.363,-94.06,91.014,0,,-33.98841667,151.2315867,-33.9884166667 151.231586667,285
2,g1_a2_t3,448,2013-12-17T08:05:02+0100,647,B00000501_21I558_20131217_080502,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_448.jpg,g1_a2_sml_448.jpg,,1,4014,2,1,0.062,-0.999,0.269,0.11,-0.293,0.021,65535,65535,65535,65535,42.9,2,-33.98832,151.23138,-33.98832 151.23138,0,338,1.28,17.88,32.1,1.3,14.53,2.32,1,1.25,1.875,1,1.156,72.714,-92.35,73.618,0,,-33.98828667,151.23143,-33.9882866667 151.23143,338
2,g1_a2_t3,449,2013-12-17T08:05:16+0100,661,B00000502_21I558_20131217_080510,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_449.jpg,g1_a2_sml_449.jpg,,1,4014,2,1,0.004,-0.776,0.308,0.123,-0.286,0.02,65354,65535,65535,65535,42.9,2,-33.98817,151.23131,-33.98817 151.23131,0,340,0.88,14.12,39.1,0.7,12.61,2.1,1,1.25,1.875,1,1.156,76.978,-91.86,78.728,0,,-33.98818,151.2313167,-33.98818 151.231316667,340
2,g1_a2_t3,450,2013-12-17T08:05:32+0100,677,B00000503_21I558_20131217_080532,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_450.jpg,g1_a2_sml_450.jpg,,1,4014,2,1,-0.025,-0.826,0.237,0.088,-0.289,0.04,65535,65535,65535,65535,44.5,2,-33.98805,151.23126,-33.98805 151.23126,0,18,0.59,5.86,35.9,0.2,10.99,1.96,1,1.25,1.656,1,1.406,97.37,-95.19,332.05,0,,-33.98807333,151.2312833,-33.9880733333 151.231283333,18
2,g1_a2_t3,451,2013-12-17T08:05:42+0100,687,B00000504_21I558_20131217_080542,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_451.jpg,g1_a2_sml_451.jpg,,1,4014,2,1,0.118,-0.904,0.239,-0.006,-0.277,0.081,65535,65535,65535,65535,44.5,2,-33.988,151.23128,-33.98800 151.23128,0,320,0.54,4.33,34.8,0.8,8.6,1.8,1,1.25,1.75,1,1.156,77.949,-91.2,73.499,0,,-33.98801,151.2312633,-33.98801 151.231263333,308
2,g1_a2_t3,453,2013-12-17T08:05:59+0100,704,B00000506_21I558_20131217_080559,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_453.jpg,g1_a2_sml_453.jpg,,1,4014,2,1,0.084,-0.844,0.247,0.045,-0.278,0.088,65535,65535,65535,65535,44,2,-33.98798,151.23125,-33.98798 151.23125,0,58,0.59,6.46,32.7,0.9,11.31,1.78,1,1.25,1.813,1,1.156,78.335,-90.43,281.75,0,,-33.98793333,151.2313067,-33.9879333333 151.231306667,35
2,g1_a2_t3,455,2013-12-17T08:06:28+0100,733,B00000508_21I558_20131217_080621,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_455.jpg,g1_a2_sml_455.jpg,,1,4014,2,1,0.043,-0.729,0.087,-0.137,-0.269,0.057,65535,65535,65535,65535,44,2,-33.98782,151.23139,-33.98782 151.23139,0,357,1.98,17.82,30.7,1.1,14.11,1.88,1,1.25,1.656,1,1.156,73.587,-91.86,109.72,0,,-33.98781667,151.23133,-33.9878166667 151.23133,348
2,g1_a2_t3,457,2013-12-17T08:06:52+0100,757,B00000510_21I558_20131217_080646,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_457.jpg,g1_a2_sml_457.jpg,,1,4014,2,1,-0.051,-0.903,0.294,0.06,-0.271,0.076,65535,65535,65535,65535,44,2,-33.98765,151.23135,-33.98765 151.23135,0,51,0.39,3.55,29.8,0.5,13.11,1.93,1,1.25,1.656,1,1.25,74.433,-92.82,89.174,0,,-33.9877,151.2313733,-33.9877 151.231373333,51
2,g1_a2_t3,458,2013-12-17T08:07:01+0100,766,B00000511_21I558_20131217_080700,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_458.jpg,g1_a2_sml_458.jpg,,1,4014,2,1,0.107,-0.804,-0.101,-0.096,-0.296,0.018,63417,65535,54552,65535,41.4,2,-33.98763,151.23138,-33.98763 151.23138,0,157,0.24,2.41,29.1,0.4,11.98,1.88,1,1.31,1.656,1,1.25,79.864,-91.91,258.21,0,,-33.98762667,151.23136,-33.9876266667 151.23136,320
2,g1_a2_t3,461,2013-12-17T08:07:37+0100,802,B00000514_21I558_20131217_080737,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_461.jpg,g1_a2_sml_461.jpg,,1,4014,2,1,0.142,-0.798,-0.134,0.079,-0.276,0.065,65535,65535,65535,65535,41.4,2,-33.9876,151.23135,-33.98760 151.23135,0,350,0.56,5.63,27.7,0.8,12.64,1.79,0,1.31,1.75,1,1.281,79.211,-95.73,70.906,0,,-33.98756333,151.2313367,-33.9875633333 151.231336667,337
2,g1_a2_t3,465,2013-12-17T08:08:18+0100,843,B00000518_21I558_20131217_080818,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_465.jpg,g1_a2_sml_465.jpg,,1,4014,2,1,0.003,-0.827,-0.248,0.101,-0.3,-0.194,61619,63513,43000,65535,41.4,2,-33.98746,151.23128,-33.98746 151.23128,0,96,0.85,10.2,25.8,0.5,5.6,1.32,1,1.25,1.844,1,1.125,101.16,-96.06,58.485,0,,-33.98751,151.23134,-33.98751 151.23134,96
2,g1_a2_t3,466,2013-12-17T08:08:30+0100,855,B00000519_21I558_20131217_080830,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_466.jpg,g1_a2_sml_466.jpg,,1,4014,2,1,-0.045,-0.826,-0.419,0.131,-0.3,-0.058,64719,60877,36984,65535,41.4,2,-33.98747,151.23139,-33.98747 151.23139,0,278,0.83,7.46,28.5,0.1,8.11,1.29,1,1.25,1.625,1,1.531,116.21,-107.5,13.744,0,,-33.98746333,151.2313533,-33.9874633333 151.231353333,0
2,g1_a2_t3,468,2013-12-17T08:08:53+0100,878,B00000521_21I558_20131217_080853,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_468.jpg,g1_a2_sml_468.jpg,,1,4014,2,1,-0.479,-0.734,-0.455,-0.013,-0.266,-0.325,65535,65535,41135,65535,41.4,2,-33.98746,151.23139,-33.98746 151.23139,0,281,0.63,5.64,26.7,0.8,11,1.33,1,1.25,1.625,1,1.563,114.74,-114.4,11.601,0,,-33.98746667,151.23137,-33.9874666667 151.23137,258
2,g1_a2_t3,471,2013-12-17T08:09:35+0100,920,B00000524_21I558_20131217_080935,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_471.jpg,g1_a2_sml_471.jpg,,1,4014,2,1,-0.073,-0.923,0.346,0.108,-0.309,-0.054,65535,65535,65535,65535,35.3,2,-33.98747,151.23133,-33.98747 151.23133,0,269,0.46,3.69,24.7,0.1,10.56,1.57,1,1.25,1.813,1,1.156,71.975,-95.05,32.224,0,,-33.98748667,151.2313333,-33.9874866667 151.231333333,214
2,g1_a2_t3,474,2013-12-17T08:10:06+0100,951,B00000527_21I558_20131217_081006,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_474.jpg,g1_a2_sml_474.jpg,,1,4014,2,1,-0.225,-1.18,0.278,0.112,-0.307,-0.155,59009,65535,49828,65535,35.3,2,-33.98753,151.23128,-33.98753 151.23128,0,344,1.04,10.38,24.2,0.8,7.3,1.65,0,1.25,1.781,1,1.281,69.149,-85.82,353.24,0,,-33.98753667,151.2313567,-33.9875366667 151.231356667,118
2,g1_a2_t3,479,2013-12-17T08:11:04+0100,1009,B00000532_21I558_20131217_081104,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_479.jpg,g1_a2_sml_479.jpg,,1,4014,2,1,0.13,-1.01,0.233,-0.097,-0.322,-0.187,27599,29798,21729,59437,33.5,2,-33.98761,151.23146,-33.98761 151.23146,0,151,0.38,3.81,24,0.8,10.45,1.8,5,1.25,1.719,1,1.438,87.004,-94.2,355.55,0,,-33.98763667,151.2313633,-33.9876366667 151.231363333,209
2,g1_a2_t3,482,2013-12-17T08:11:31+0100,1036,B00000535_21I558_20131217_081131,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_482.jpg,g1_a2_sml_482.jpg,,1,4014,2,1,0.021,-1.099,0.238,0.019,-0.323,-0.207,32769,47762,45491,65535,33.5,2,-33.98777,151.23135,-33.98777 151.23135,0,215,0.68,9.55,25.9,1.4,9.81,1.77,1,1.25,1.844,1,1.125,78.955,-91.38,15.855,0,,-33.98774,151.2313667,-33.98774 151.231366667,215
2,g1_a2_t3,483,2013-12-17T08:11:45+0100,1050,B00000536_21I558_20131217_081145,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_483.jpg,g1_a2_sml_483.jpg,,1,4014,2,1,0.01,-0.983,0.216,0.105,-0.348,-0.136,35767,49638,44482,65535,30.8,2,-33.98784,151.23129,-33.98784 151.23129,0,219,0.29,4.33,27.4,0.5,9.81,1.71,1,1.25,1.844,1,1.125,79.888,-89.67,54.611,0,,-33.98786,151.2312167,-33.98786 151.231216667,240
2,g1_a2_t3,485,2013-12-17T08:12:20+0100,1085,B00000538_21I558_20131217_081220,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_485.jpg,g1_a2_sml_485.jpg,,1,4014,2,1,0.043,-0.932,0.2,0.161,-0.304,-0.094,34631,49413,45791,65535,30.8,2,-33.98797,151.23101,-33.98797 151.23101,0,250,0.68,6.83,29.7,1,10.63,1.63,1,1.25,1.844,1,1.094,76.681,-90.95,37.937,0,,-33.98793333,151.23108,-33.9879333333 151.23108,250
2,g1_a2_t3,486,2013-12-17T08:12:30+0100,1095,B00000539_21I558_20131217_081230,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_486.jpg,g1_a2_sml_486.jpg,,1,4014,2,1,-0.054,-1.092,0.085,0.063,-0.315,-0.183,31625,45420,43549,65535,29.3,2,-33.98799,151.23094,-33.98799 151.23094,0,281,0.35,5.64,30,0.2,10.29,1.63,1,1.25,1.719,1,1.188,76.888,-90.42,22.048,0,,-33.98798667,151.2309167,-33.9879866667 151.230916667,265
2,g1_a2_t3,488,2013-12-17T08:12:55+0100,1120,B00000541_21I558_20131217_081254,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_488.jpg,g1_a2_sml_488.jpg,,1,4014,2,1,-0.322,-0.896,0.133,0.09,-0.315,-0.13,37009,51247,45794,65535,29.3,2,-33.988,151.2308,-33.98800 151.23080,0,254,1.07,8.59,31.7,0.5,9.83,1.6,1,1.25,1.781,1,1.156,82.191,-90.47,21.739,0,,-33.98800667,151.23078,-33.9880066667 151.23078,259
2,g1_a2_t3,490,2013-12-17T08:13:12+0100,1137,B00000543_21I558_20131217_081312,https://googledrive.com/host/0ByZPttHNHiZ0aWFpc0tKUmdzdUU/g1_a2_sml_490.jpg,g1_a2_sml_490.jpg,,1,4014,2,1,-0.113,-0.802,0.145,0.072,-0.314,-0.171,40344,50696,43405,65535,29.3,2,-33.98803,151.2306,-33.98803 151.23060,0,252,1.67,18.38,33.2,1.2,10.09,1.54,1,1.25,1.781,1,1.156,82.459,-90.55,30.788,0,,-33.98803667,151.2306033,-33.9880366667 151.230603333,252
